"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"2485","iPhone16 Plus","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2486","iPhone16 Pro","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2487","iPhone16 Pro Max","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2488","Galaxy Z Flip6","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2489","Galaxy Z Fold6","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2490","Google Pixel 9","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2491","Google Pixel 9 Pro XL","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2492","Google Pixel 9 Pro","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2493","Google Pixel 9 Pro Fold","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2494","Xperia 1","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2596","iPhone 16e","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2597","Galaxy S25","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2598","Galaxy S25 Ultra","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2758","iPhone Air","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2759","iPhone 17","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2760","iPhone 17 Pro","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2761","iPhone 17 Pro Max","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2762","Galaxy Z Flip7","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2763","Galaxy Z Fold7","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2764","Google Pixel 10","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2765","Google Pixel 10 Pro XL","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2766","Google Pixel 10 Pro","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"2767","Google Pixel 10 Pro Fold","機種","3172","iPhone・スマホケース","レディースファッション/スマホケース・テックアクセサリー"
"763","3/4カップ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"764","1/2カップ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"765","フルカップ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"766","ノンワイヤーブラ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"767","スポーツブラ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"768","ストラップレス","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"769","ブラトップ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"770","ブラレット","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"771","見せブラ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"772","ボディスーツ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"773","ローライズショーツ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"774","レギュラーショーツ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"775","ボーイレングスショーツ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"776","サニタリーショーツ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"777","Tバック・タンガ","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"778","コルセット・ガードル","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"779","補正下着","タイプ","3200","ショーツ","レディースファッション/インナー・ルームウェア"
"763","3/4カップ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"764","1/2カップ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"765","フルカップ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"766","ノンワイヤーブラ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"767","スポーツブラ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"768","ストラップレス","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"769","ブラトップ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"770","ブラレット","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"771","見せブラ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"772","ボディスーツ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"773","ローライズショーツ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"774","レギュラーショーツ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"775","ボーイレングスショーツ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"776","サニタリーショーツ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"777","Tバック・タンガ","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"778","コルセット・ガードル","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"779","補正下着","タイプ","3201","スリップ・インナー・キャミ","レディースファッション/インナー・ルームウェア"
"763","3/4カップ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"764","1/2カップ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"765","フルカップ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"766","ノンワイヤーブラ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"767","スポーツブラ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"768","ストラップレス","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"769","ブラトップ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"770","ブラレット","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"771","見せブラ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"772","ボディスーツ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"773","ローライズショーツ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"774","レギュラーショーツ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"775","ボーイレングスショーツ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"776","サニタリーショーツ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"777","Tバック・タンガ","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"778","コルセット・ガードル","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"779","補正下着","タイプ","3202","ブラジャー","レディースファッション/インナー・ルームウェア"
"763","3/4カップ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"764","1/2カップ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"765","フルカップ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"766","ノンワイヤーブラ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"767","スポーツブラ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"768","ストラップレス","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"769","ブラトップ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"770","ブラレット","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"771","見せブラ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"772","ボディスーツ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"773","ローライズショーツ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"774","レギュラーショーツ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"775","ボーイレングスショーツ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"776","サニタリーショーツ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"777","Tバック・タンガ","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"778","コルセット・ガードル","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"779","補正下着","タイプ","3203","ブラジャー＆ショーツ","レディースファッション/インナー・ルームウェア"
"763","3/4カップ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"764","1/2カップ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"765","フルカップ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"766","ノンワイヤーブラ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"767","スポーツブラ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"768","ストラップレス","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"769","ブラトップ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"770","ブラレット","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"771","見せブラ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"772","ボディスーツ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"773","ローライズショーツ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"774","レギュラーショーツ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"775","ボーイレングスショーツ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"776","サニタリーショーツ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"777","Tバック・タンガ","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"778","コルセット・ガードル","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"779","補正下着","タイプ","3205","インナー・ルームウェアその他","レディースファッション/インナー・ルームウェア"
"13","クルーネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"62","ラップドレス","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"70","ショート丈","丈","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"73","サロペット","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"147","グレンチェック","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"164","星","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"168","ユニオンジャック","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"170","レオパード（ヒョウ柄）","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"172","千鳥格子","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"173","トロピカル柄","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"241","タイト","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"266","マキシ","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"276","Aライン","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"369","オフショルダー","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"380","ドルマンスリーブ","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"384","ノースリーブ","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"392","パフスリーブ","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"398","フレア","タイプ","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"403","ホルターネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"429","ヘンリーネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"431","タイダイ","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"432","Vネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"433","Uネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"434","ボートネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"435","タートルネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"492","バイカラー","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"500","七分丈","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"501","長袖","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"504","無地","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"505","その他アニマル柄","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"511","ミディアム丈","丈","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"512","ロング丈","丈","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"513","半袖","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"543","ハイネック","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"698","スキッパー","襟","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"705","トライバル","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"706","パイソン","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"736","ボリューム袖","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"737","スーパーロング袖","袖","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"1037","ロゴ","柄","3243","パーティードレス","レディースファッション/ブライダル・パーティー"
"13","クルーネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"62","ラップドレス","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"70","ショート丈","丈","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"73","サロペット","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"147","グレンチェック","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"164","星","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"168","ユニオンジャック","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"170","レオパード（ヒョウ柄）","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"172","千鳥格子","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"173","トロピカル柄","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"241","タイト","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"266","マキシ","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"276","Aライン","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"369","オフショルダー","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"380","ドルマンスリーブ","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"384","ノースリーブ","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"392","パフスリーブ","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"398","フレア","タイプ","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"403","ホルターネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"429","ヘンリーネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"431","タイダイ","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"432","Vネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"433","Uネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"434","ボートネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"435","タートルネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"492","バイカラー","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"500","七分丈","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"501","長袖","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"504","無地","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"505","その他アニマル柄","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"511","ミディアム丈","丈","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"512","ロング丈","丈","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"513","半袖","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"543","ハイネック","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"698","スキッパー","襟","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"705","トライバル","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"706","パイソン","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"736","ボリューム袖","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"737","スーパーロング袖","袖","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"1037","ロゴ","柄","3245","ウェディングドレス","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"147","グレンチェック","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"164","星","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"168","ユニオンジャック","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"170","レオパード（ヒョウ柄）","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"172","千鳥格子","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"173","トロピカル柄","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"431","タイダイ","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"492","バイカラー","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"504","無地","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"505","その他アニマル柄","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"705","トライバル","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"706","パイソン","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"1037","ロゴ","柄","3246","ウェディングアクセサリー","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"147","グレンチェック","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"164","星","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"168","ユニオンジャック","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"170","レオパード（ヒョウ柄）","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"172","千鳥格子","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"173","トロピカル柄","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"431","タイダイ","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"492","バイカラー","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"504","無地","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"505","その他アニマル柄","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"705","トライバル","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"706","パイソン","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"1037","ロゴ","柄","3247","ウェディングシューズ","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"147","グレンチェック","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"164","星","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"168","ユニオンジャック","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"170","レオパード（ヒョウ柄）","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"172","千鳥格子","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"173","トロピカル柄","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"431","タイダイ","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"492","バイカラー","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"504","無地","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"505","その他アニマル柄","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"705","トライバル","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"706","パイソン","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"1037","ロゴ","柄","3248","ブライダル小物","レディースファッション/ブライダル・パーティー"
"13","クルーネック","襟","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"62","ラップドレス","タイプ","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"70","ショート丈","丈","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"73","サロペット","タイプ","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"143","アーガイル","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"146","ギンガムチェック","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
